Station ID,Station Name,Description,County,Route,From Milepoint,To Milepoint,Functional Class,Latitude,Longitude,AADT_2024,AAWDT_2024,Truck%_2024,AADT_2023,AAWDT_2023,Truck%_2023,AADT_2022,AAWDT_2022,Truck%_2022,AADT_2021,AAWDT_2021,Truck%_2021,AADT_2020,AAWDT_2020,Truck%_2020,AADT_2019,AAWDT_2019,Truck%_2019,AADT_2018,AAWDT_2018,Truck%_2018,AADT_2017,AAWDT_2017,Truck%_2017
"#455021000000","455021","PINE ST from PARK AVE to W CENTER ST","Orleans","PINE ST",0,0.11,"Urban:Local",43.219570,-78.398390,108,,,109,,4.6,98,,5.1,106,,5.7,103,,,111,,4.5,114,,,117,,
"#455022000000","455022","S ACADEMY ST from OHIO ST to ANN ST","Orleans","S ACADEMY ST",0,0.1,"Urban:Local",43.221180,-78.396330,61,,,62,,4.8,55,,,60,,,58,,,63,,4.8,65,,,67,,
"#455024000000","455024","CR28 EAST SHELBY RD from PODUNK RD to HEMLOCK RIDGE RD","Orleans","EAST SHELBY RD",0.13,2.72,"Rural:Minor Collector",43.142710,-78.325010,663,,,523,,6.5,595,,7.1,581,,7.6,564,646,6.9,527,,6.5,531,,6.6,535,,6.5
"#456001000000","456001","BROWN ST from WOOD ST to LINWOOD AVE","Orleans","BROWN ST",0,0.24,"Urban:Major Collector",43.250508,-78.178485,635,,,645,,2.3,579,,,605,,,568,,,651,715,2.3,645,,,649,,
"#456003000000","456003","CLARENDON ST from DEAD END to EAST STATE ST","Orleans","CLARENDON ST",0,0.23,"Urban:Major Collector",43.244570,-78.182340,177,,,212,,,207,,,216,,,203,,,232,254,3.0,177,,,179,,
"#456009000000","456009","CR31 EAGLE HARBOR RD from NY 104 to NY 279","Orleans","EAGLE HARBOR RD",0,2.81,"Rural:Minor Collector",43.298808,-78.251380,782,,,750,,7.9,967,,6.3,944,,6.3,724,,7.9,756,,7.8,765,,7.8,777,753,7.7
"#456013000000","456013","CR11 KENT RD from NY 104 to CARLTON TL CR 6","Orleans","KENT RD",3.33,4.5,"Rural:Minor Collector",43.301120,-78.135490,649,,,622,,8.4,477,,12.8,465,,12.9,601,,8.3,627,,8.3,634,,8.4,644,624,8.4
"#456016000000","456016","CR55 MARSH CREEK RD from NY 18 to DEAD END","Orleans","MARSH CREEK RD",0,0.19,"Rural:Local",43.353235,-78.193518,0,,,0,,,0,,,0,,,0,,,0,,,0,,,171,,5.8
"#456017000000","456017","BUTTS RD from ALBION TN LINE to ZIG ZAG RD","Orleans","BUTTS RD",0,0.22,"Urban:Local",43.254518,-78.165842,507,,,513,,,429,,,466,,,484,,,523,,,536,,,549,584,
"#456018000000","456018","CR35 CULVERT RD from NY 31 to PORTER RD","Orleans","CULVERT RD",0,2.07,"Rural:Local",43.246083,-78.340512,229,,,283,,6.4,439,,7.5,439,,7.1,410,312,5.1,288,,6.3,295,,5.4,301,,6.0
"#456019000000","456019","CR68 WATERPORT-CARLT from PARK AVENUE to NY98","Orleans","WATERPORT-CARLT",1,3.08,"Rural:Minor Collector",43.322350,-78.229880,351,,,319,,6.3,357,,7.0,348,,7.5,338,291,6.8,321,,6.2,323,,6.5,326,,6.4
"#456020000000","456020","CR97 LAKESHORE RD from CR37 to KENT RD","Orleans","LAKESHORE RD",0,2.77,"Rural:Local",43.371440,-78.142670,231,,,210,,6.7,260,,7.3,260,,7.3,243,209,4.9,214,,6.5,218,,5.5,223,,5.8
"#456021000000","456021","HORAN RD from MEDINA V/L to NY 104","Orleans","HORAN RD",0,2.38,"Rural:Local",43.263510,-78.386024,442,,,437,,7.6,419,,7.6,419,,7.2,391,,5.1,434,,6.2,445,468,5.6,342,,5.8
"#456022000000","456022","GROTH RD from PHILLIPS RD to NY 104","Orleans","GROTH RD",1.68,2.05,"Rural:Local",43.271804,-78.046375,147,,,255,,6.3,317,,7.6,317,,7.3,296,286,4.7,259,,6.2,265,,5.3,271,,5.5
"#456023000000","456023","SLADE RD from NY 63 to HORAN RD","Orleans","SLADE RD",0,0.59,"Rural:Local",43.250104,-78.394398,262,,,259,,4.6,310,,4.5,310,,4.5,237,,4.6,263,,4.6,269,,4.5,277,295,4.3
"#456024000000","456024","CR86 MURDOCK RD from NY 104 to RIDGEWAY/YATES TL","Orleans","MURDOCK RD",0,2.83,"Rural:Minor Collector",43.302020,-78.433560,458,,,439,,8.7,404,,8.7,394,,8.6,424,,8.7,442,,8.6,447,,8.7,454,435,8.8
"#456025000000","456025","CR11 DENSMORE RD from YAGER RD to CR 44A","Orleans","DENSMORE RD",0.38,1.48,"Rural:Minor Collector",43.260910,-78.135650,232,,,222,,9.9,266,,9.8,260,,10.0,215,,9.8,224,,9.8,226,,9.7,230,245,10.0
"#456026000000","456026","CARTON RD from MURRAY TN LN to CR 43","Orleans","CARTON RD",0,0.43,"Rural:Local",43.292518,-78.026527,180,,,178,,,192,,,192,,,179,,,198,,,203,222,3.0,151,,11.3
"#456027000000","456027","KENYONVILLE RD from GAINES T/L to CR49","Orleans","KENYONVILLE RD",0,0.35,"Rural:Local",43.308833,-78.281066,386,,,216,,6.5,455,,7.7,455,,7.3,425,307,4.9,220,,6.4,225,,5.3,230,,5.7
"#456028000000","456028","CR82 LAKESHORE RD from CR50 to N LYNDONVILLE RD","Orleans","LAKESHORE RD",0,3.91,"Rural:Local",43.370033,-78.441978,205,,,203,,,152,,,152,,,142,,,158,,,162,173,3.7,155,,5.8
"#456029000000","456029","DUNLAP RD from W SHELBY to SR 63","Orleans","DUNLAP RD",0,1.06,"Rural:Local",43.158730,-78.408090,4,,,2,,100.0,120,,7.5,120,,6.7,112,,,124,,5.6,126,,5.6,124,,5.6
"#456030000000","456030","CR93 LAKESHORE RD from MOYSE RD to CR67","Orleans","LAKESHORE RD",3.56,4.33,"Rural:Local",43.365980,-78.323160,101,,,100,,6.0,132,,7.6,132,,7.6,92,,,102,,5.9,104,,5.8,107,103,6.5
"#456031000000","456031","KEITEL RD from ALBION T/L to ZIG ZAG RD","Orleans","KEITEL RD",0,0.44,"Rural:Local",43.255950,-78.149350,253,,,250,,,256,,,256,,,229,,,254,,,261,,,268,294,1.9
"#456032000000","456032","HINDSBURG RD from BROCKVILLE RD to NY 104","Orleans","HINDSBURG RD",2.17,4.23,"Rural:Local",43.274655,-78.105399,17,,,14,,,28,,,28,,,26,20,,14,,,15,,,15,,
"#456033000000","456033","CR93 LAKESHORE RD from CR 63 to FOSS RD","Orleans","LAKESHORE RD",0,2.27,"Rural:Local",43.369950,-78.363400,139,,,137,,6.6,152,,7.9,152,,7.2,125,,5.6,139,,6.5,143,,5.6,146,,6.2
"#456034000000","456034","ALLEN BRIDGE RD from NY 31 to EAGLE HRB KN R","Orleans","ALLEN BRIDGE RD",0.63,2.37,"Rural:Local",43.229940,-78.268950,81,,,80,,6.3,89,,6.7,89,,6.7,73,,,81,,6.2,83,,,85,91,
"#456035000000","456035","BUTTS RD from NY 31 to GAINES T/L","Orleans","BUTTS RD",0,0.75,"Urban:Local",43.247620,-78.165910,794,,,804,,,664,,,721,,,759,,,820,,,841,,,865,,
"#456037000000","456037","KEITEL RD from NY 31 to GAINES T/L","Orleans","KEITEL RD",0,0.75,"Rural:Local",43.248300,-78.149340,231,,,228,,6.6,225,,7.6,225,,7.1,209,,5.3,232,,6.5,237,,5.5,243,,5.8
"#456040000000","456040","CR64 TRANSIT RD from YAGER RD to BROCKVILLE RD","Orleans","TRANSIT RD",0.48,0.98,"Rural:Local",43.252980,-78.115570,311,,,308,,6.5,246,,7.7,246,,7.3,282,,5.0,313,,6.4,320,,5.6,328,,5.8
"#456041000000","456041","GILLETTE RD from CR25 to HILL RD","Orleans","GILLETTE RD",0,0.75,"Rural:Local",43.142220,-78.244720,143,,,141,,6.4,121,,7.4,121,,6.6,129,,5.4,143,,6.3,147,,5.4,150,,6.0
"#456042000000","456042","CR98 OAK ORCHARD RD from GENESEE C/L to PVMT CHANGE","Orleans","OAK ORCHARD RD",0,3.94,"Rural:Minor Collector",43.148910,-78.147950,469,,,450,,6.4,352,,6.8,343,,7.6,434,,6.9,453,,6.4,457,,6.6,463,,6.5
"#456043000000","456043","BAKER RD from CR 78/SAWYER RD to TRANSIT ROAD","Orleans","BAKER RD",1.53,3.81,"Rural:Local",43.318016,-78.143580,184,,,152,,7.9,167,,7.8,167,,7.2,156,,5.1,173,,6.4,178,187,5.6,104,,5.8
"#456044000000","456044","BILLS RD from NY 18 to MARSH CREEK RD","Orleans","BILLS RD",0,0.66,"Rural:Local",43.341298,-78.149668,59,,,58,,,39,,,39,,,36,,,40,,,41,45,4.9,30,,
"#456045000000","456045","FORD ST from CR6 to EAST KENT RD","Orleans","FORD ST",0,0.27,"Rural:Local",43.327830,-78.133890,52,,,51,,,43,,,43,,,47,,,52,,,53,,,55,53,9.1
"#456046000000","456046","HARRIS RD from KENDRICK RD to CR 93","Orleans","HARRIS RD",2.57,3.86,"Rural:Local",43.353120,-78.280070,133,,,132,,,372,,,130,,,121,,,134,,,137,,,141,137,2.8
"#456047000000","456047","KENT RD from NY 18 to LAKESHORE RD","Orleans","KENT RD",0,2.17,"Rural:Local",43.347645,-78.135497,295,,,211,,6.6,317,,7.6,317,,7.3,296,255,4.7,215,,6.5,220,,5.5,225,,5.8
"#456048000000","456048","E KENT RD from BEGIN BIN 2266640 to BEGIN BIN 3361980","Orleans","E KENT RD",2.02,2.35,"Rural:Local",43.337660,-78.130210,85,,,84,,6.0,73,,6.8,73,,6.8,77,,,85,,5.9,88,,,90,88,
"#456049000000","456049","E KENT RD from CR6 to BEGIN BIN 2266640","Orleans","E KENT RD",0,2.02,"Rural:Local",43.320690,-78.130160,61,,,60,,6.7,68,,7.4,68,,7.4,55,,,61,,6.6,62,,,64,62,
"#456050000000","456050","E KENT RD from BEGIN BIN 3361980 to MARSH CREEK RD","Orleans","E KENT RD",2.35,3.05,"Rural:Local",43.348370,-78.129970,64,,,63,,6.3,68,,7.4,68,,7.4,58,,,64,,6.3,65,,,67,65,
"#456051000000","456051","LAKESIDE RD from BLUFF RD to LAKESIDE RD EXT","Orleans","LAKESIDE RD",0,0.04,"Rural:Local",43.371079,-78.264678,85,,,120,,5.8,143,,7.7,143,,7.7,134,151,5.2,122,,5.7,124,,5.6,124,,5.6
"#456052000000","456052","SAWYER RD from NY 18 to LAKESHORE RD","Orleans","SAWYER RD",0,2.77,"Rural:Minor Collector",43.350660,-78.160410,139,,,133,,6.8,180,,6.7,176,,7.4,128,,7.0,134,,6.7,136,,6.6,137,,6.6
"#456053000000","456053","WILSON RD from KENDRICK RD to END","Orleans","WILSON RD",0,1.05,"Rural:Local",43.361440,-78.215030,115,,,114,,6.1,119,,7.6,119,,6.7,105,,,116,,6.0,119,,5.9,122,,5.7
"#456054000000","456054","PUMPING STATION from SOUTH HOLLEY 1ST to DEAD END","Orleans","PUMPING STATION",0,0.25,"Rural:Local",43.209220,-78.026680,60,,,59,,6.8,88,,6.8,88,,6.8,82,,,91,,6.6,94,,,96,,
"#456055000000","456055","CR30 EAGLE HARBOR RD from CR45 to CR79 EAG HBR KNOWVLLE RD","Orleans","EAGLE HARBOR RD",0,1.12,"Rural:Minor Collector",43.248390,-78.253420,999,,,958,,7.0,1094,,6.9,1067,,6.8,925,,6.9,965,,6.9,976,,6.9,992,1056,6.9
"#456056000000","456056","CR44 EAGLE HARBOR RD from NY 104 to CR 21","Orleans","EAGLE HARBOR RD",0,1.3,"Rural:Minor Collector",43.269950,-78.252240,1131,,,1084,,6.1,1224,,12.1,1194,,12.1,1046,,6.0,1092,,6.0,1104,,6.1,1122,1088,5.9
"#456057000000","456057","CR88 GAINES BASIN RD from EAGLE HARBOR RD to NY 104","Orleans","GAINES BASIN RD",0,2.17,"Rural:Minor Collector",43.253630,-78.223230,1011,,,969,,15.4,956,,,933,,,936,,15.4,977,,15.4,988,,15.4,1004,1069,15.3
"#456058000000","456058","WOODCHUCK ALY from W KENDALL RD to CR 70","Orleans","WOODCHUCK ALY",0,2.02,"Rural:Local",43.345340,-78.049730,106,,,105,,5.7,69,,7.2,69,,7.2,96,,,107,,5.6,110,,6.4,113,123,6.2
"#456060000000","456060","CR75 LAKESHORE RD from CR70 to NY 272","Orleans","LAKESHORE RD",0,2.05,"Rural:Local",43.354745,-78.019616,164,,,227,,7.5,155,,7.7,155,,7.1,145,,5.5,161,164,6.2,165,,5.5,166,,6.0
"#456061000000","456061","NORWAY RD from CR 43 to DEAD END","Orleans","NORWAY RD",0.54,5.5,"Rural:Local",43.295970,-78.016200,403,,,399,,21.1,309,,21.0,309,,21.0,366,,21.0,406,,20.9,416,,21.2,428,459,20.8
"#456062000000","456062","NORWAY RD from MURRAY TN LN to CR 43","Orleans","NORWAY RD",0,0.54,"Rural:Local",43.293810,-78.016360,377,,,373,,6.4,270,,7.8,270,,7.0,342,,5.3,379,,6.3,389,,5.7,400,410,5.8
"#456063000000","456063","BENNETTS CORS R from NY 31 to GULF RD","Orleans","BENNETTS CORS R",0.21,0.87,"Rural:Local",43.226730,-78.012790,612,,,605,,,421,,,421,,,555,,,615,,,630,,,645,,
"#456064000000","456064","GROTH RD from TELEGRAPH RD to SKILLINGTON RD","Orleans","GROTH RD",0,0.66,"Rural:Local",43.246640,-78.046210,159,,,157,,,136,,,136,,,144,,,160,,,164,,,169,184,7.1
"#456065000000","456065","HINDSBURG RD from NY 31 to BROCKVILLE RD","Orleans","HINDSBURG RD",1.23,2.17,"Rural:Local",43.247490,-78.105880,46,,,38,,,63,,7.9,63,,7.9,59,65,,39,,,40,,,41,,
"#456066000000","456066","CR24 HULBERTON RD from TELEGRAPH RD to CANAL RD","Orleans","HULBERTON RD",0,0.71,"Rural:Minor Collector",43.253740,-78.066160,761,,,730,,8.9,525,,10.7,512,,10.7,705,,8.7,736,,8.8,743,,8.7,752,,8.8
"#456067000000","456067","CR33 HULBERTON RD from PHILLIPS RD to NY 104","Orleans","HULBERTON RD",0,0.74,"Rural:Minor Collector",43.274240,-78.057630,524,,,502,,7.2,473,,8.5,462,,8.4,485,,7.0,506,,7.1,510,,7.1,517,,7.2
"#456068000000","456068","CR54 TELEGRAPH RD from HULBERTON RD to HURD RD","Orleans","TELEGRAPH RD",0,2.61,"Rural:Minor Collector",43.244690,-78.035090,470,,,451,,3.3,368,,3.3,359,,3.3,435,,3.2,454,,3.3,458,,3.3,464,,3.2
"#456069000000","456069","CR64 TRANSIT RD from BROCKVILLE RD to E TRANSIT CHURCH RD","Orleans","TRANSIT RD",0.98,2.18,"Rural:Local",43.264910,-78.115560,297,,,294,,6.5,193,,7.3,193,,7.3,270,,4.8,299,,6.4,306,,5.6,314,,5.7
"#456070000000","456070","BATES RD from E CENTER ST to VILLAGE LINE","Orleans","BATES RD",0.92,1.79,"Urban:Major Collector",43.222400,-78.370520,965,,4.5,1163,,5.7,948,,,988,,,1025,,5.8,1174,,5.7,1179,,5.7,1191,1268,5.7
"#456071000000","456071","BATES RD from MEDINA V/L to NY 104","Orleans","BATES RD",0,2.71,"Rural:Minor Collector",43.246520,-78.370780,1024,,,982,,4.3,888,,4.4,866,,4.4,949,,4.2,990,,4.2,1001,,4.2,1017,987,4.1
"#456072000000","456072","BEALS RD from TELEGRAPH RD to PORTAGE RD","Orleans","BEALS RD",0.61,1.68,"Rural:Local",43.235280,-78.355680,78,,,77,,6.5,63,,7.9,63,,7.9,70,,,78,,6.4,80,,,82,,
"#456073000000","456073","CR66 KNOWLESVILLE RD from NY104 to OAK ORCHARD RIVER RD","Orleans","KNOWLESVILLE RD",0,1.55,"Rural:Minor Collector",43.300230,-78.310500,781,,,749,,7.1,720,,8.6,703,,8.5,724,,6.9,755,,7.0,762,,7.1,772,,7.0
"#456074000000","456074","CR10 KNOWLESVILLE RD from NY31 to PORTAGE RD","Orleans","KNOWLESVILLE RD",0,0.95,"Rural:Minor Collector",43.235330,-78.310500,1066,,,1022,,3.4,1658,,4.9,1618,,5.0,987,,3.4,1030,,3.4,1042,,3.5,1059,1127,3.4
"#456075000000","456075","MARSHALL RD from NY 31E to NY 104","Orleans","MARSHALL RD",0,3.32,"Rural:Local",43.221230,-78.420680,1106,,,1094,,,915,,5.1,915,,5.1,1004,,,1113,,,1140,,,1168,,
"#456076000000","456076","MILL RD from NY 269 to MARSHALL RD","Orleans","MILL RD",0,2.59,"Rural:Minor Collector",43.292010,-78.457390,174,,,167,,6.6,149,,7.4,145,,7.6,161,,6.8,168,,6.5,170,,6.5,172,,6.4
"#456077000000","456077","PORTAGE RD from HORAN RD to KNOWLESVLL RD","Orleans","PORTAGE RD",0,3.85,"Rural:Local",43.245110,-78.352130,206,,,204,,6.4,177,,7.9,177,,7.3,188,,5.3,208,,6.3,213,,5.6,218,,5.5
"#456078000000","456078","EAST SCOTT RD from BATES RD to CULVERT RD","Orleans","EAST SCOTT RD",0.75,2.27,"Rural:Local",43.258922,-78.359605,130,,,129,,7.0,188,,7.4,126,,7.9,118,,5.1,131,,6.9,134,,6.0,138,132,5.8
"#456079000000","456079","HARRISON RD from SR 63 to BIGFORD RD","Orleans","HARRISON RD",0,1.89,"Rural:Local",43.174390,-78.387910,297,,,294,,6.5,222,,7.7,222,,7.2,270,,4.8,299,,6.4,306,,5.6,314,,5.7
"#456080000000","456080","MAIN ST from NY 63 to MARTIN RD","Orleans","MAIN ST",0,0.27,"Urban:Major Collector",43.189570,-78.390350,955,,2.7,1017,,3.7,957,,,997,,,936,1034,3.4,1027,,3.7,1029,,3.7,1036,,3.7
"#456081000000","456081","ANGLING RD from RIDGEWAY T L to MARSHALL RD","Orleans","ANGLING RD",0,1.38,"Rural:Local",43.306454,-78.407919,70,,,69,,,99,,,99,,,92,,,102,,,105,115,5.7,102,,5.9
"#456082000000","456082","BLOOD RD from ALPS RD to E YATES CTR RD","Orleans","BLOOD RD",0,0.42,"Rural:Local",43.333480,-78.358730,219,,,217,,,228,,,228,,,199,,,221,,,227,,,233,226,8.2
"#456083000000","456083","HALL RD from E YATES CTR RD to CR93","Orleans","HALL RD",0,2.18,"Rural:Local",43.356340,-78.369310,27,,,27,,,34,,8.8,34,,,24,,,27,,,27,,,28,30,
"#456084000000","456084","MARSHALL RD from RIDGEWAY T L to NY18","Orleans","MARSHALL RD",0,2.97,"Rural:Local",43.306162,-78.417861,234,,,231,,7.8,271,,7.7,271,,7.0,253,,5.1,281,,6.0,288,314,5.6,224,,5.8
"#456085000000","456085","MORRISON RD from NY 18 to CR 93","Orleans","MORRISON RD",0,1.08,"Rural:Local",43.353670,-78.339430,110,,,109,,6.4,120,,7.5,120,,6.7,100,,,111,,6.3,114,,6.1,117,129,6.0
"#456086000000","456086","CR57 YATES-CARLTON T from YATES TL to NY 18","Orleans","YATES-CARLTON T",1.82,3.34,"Rural:Minor Collector",43.345450,-78.309460,574,,,387,,9.8,395,,9.9,385,,9.9,374,,9.9,390,,9.7,395,,9.9,401,389,9.7
"#456087000000","456087","INGERSOLL ST from E BANK ST to LINWOOD AVE","Orleans","INGERSOLL ST",0.11,0.42,"Urban:Major Collector",43.248860,-78.190500,6117,,4.9,1687,,3.8,1218,,,1269,,,1192,1317,2.9,1704,,3.8,1707,,3.8,1718,,3.8
"#456088000000","456088","EAST AVE from E UNION ST to E VILLAGE LINE","Orleans","EAST AVE",0,0.31,"Urban:Minor Collector",43.228775,-78.021239,582,,,558,,,755,,,519,,,511,565,3.1,569,,,579,,,589,641,2.7
"#456089000000","456089","HORAN RD from STATE ST to LAUREL ST","Orleans","HORAN RD",0,0.11,"Urban:Local",43.222680,-78.380670,748,,,757,,,773,,2.3,839,,2.3,715,,,772,,,791,,,810,862,3.5
"#456090000000","456090","GLENWOOD AVE from MAIN ST to RYAN ST","Orleans","GLENWOOD AVE",0,0.2,"Urban:Local",43.224616,-78.387453,282,,,285,,,305,,,331,,,269,,,291,,,298,,,305,324,1.6
"#456602000000","456602","CR47 S HOLLEY RD from NY 31A to NY 237","Orleans","S HOLLEY RD",0,1.59,"Rural:Minor Collector",43.199330,-78.026670,1289,,,1236,,4.0,1002,,1.7,978,,1.7,1194,,3.9,1246,,4.0,1261,,4.0,1281,1395,3.9
"#456604000000","456604","CR4 KNOWLESVILLE RD from PORTAGE RD to NY 104","Orleans","KNOWLESVILLE RD",0,2.5,"Rural:Minor Collector",43.265270,-78.310800,758,,,727,,5.0,868,,12.0,847,,11.9,702,,4.8,733,,4.9,741,,4.9,753,801,4.8
"#456606000000","456606","E OAK ORCHARD S from ORIENT ST to MAHAR ST","Orleans","E OAK ORCHARD S",0.11,0.24,"Urban:Major Collector",43.215530,-78.382200,784,,3.2,991,,,759,,,791,,,874,,,1001,,,1006,,,1016,1081,3.7
"#456607000000","456607","CR63 ORLEANS MONROE from ORLEANS CO LINE to NY 104","Orleans","ORLEANS MONROE",0,1.29,"Rural:Minor Collector",43.243570,-77.996940,811,,,778,,6.4,647,,5.4,631,,5.4,751,,6.4,784,,6.4,793,,6.3,806,877,6.3
"#456608000000","456608","CR6 KENT RD from GAINES TL to NY18","Orleans","KENT RD",0,2.26,"Rural:Minor Collector",43.330280,-78.135530,368,,,353,,14.2,300,,14.0,351,,14.0,341,,14.1,356,,14.0,360,,13.9,366,355,14.2
"#456610000000","456610","CR74 W COUNTY HSE RD from CR 45A to CR56","Orleans","W COUNTY HSE RD",0,1.93,"Rural:Minor Collector",43.218840,-78.250700,1065,,,1021,,8.6,1002,,8.7,978,,8.6,986,,8.7,1029,,8.6,1040,,8.7,1057,1125,8.6
"#456611000000","456611","CR45 EAGLE HARBOR RD from NY31 TELEGRAPH RD to CR 30","Orleans","EAGLE HARBOR RD",0.72,1.2,"Rural:Minor Collector",43.230630,-78.254440,940,,,901,,7.9,1081,,12.8,897,,7.9,870,,7.8,908,,7.8,918,,7.8,933,993,7.9
"#456612000000","456612","CR42 HURD RD from CR54 to NY 104","Orleans","HURD RD",0,0.98,"Rural:Minor Collector",43.254390,-78.010290,811,,,778,,,659,,,643,,,751,,,784,,,793,,,806,878,
"#456614000000","456614","CR50 NIAGARA-ORLEANS from MIDPOINT BTWN NY18 & CR82 to CR82","Orleans","NIAGARA-ORLEANS",0,0.69,"Rural:Local",43.359600,-78.465540,139,,,137,,6.6,255,,7.5,255,,7.1,125,,5.6,139,,6.5,143,,5.6,147,141,6.1
"#456615000000","456615","COUNTY LINE RD from NIAGARA C/L to NY 104","Orleans","COUNTY LINE RD",0,1,"Rural:Local",43.249467,-78.462420,81,,,74,,6.8,91,,7.7,91,,6.6,85,82,,75,,6.7,77,,,79,,
"#456801000000","456801","PRESBYTERIAN RD from RIDGEWAY T/L to GAINES T/L","Orleans","PRESBYTERIAN RD",0,1.56,"Rural:Local",43.249811,-78.276721,80,,,79,,,217,,,217,,,72,,,80,,,82,,,84,89,1.2
"#456802000000","456802","LATTINS FARM DR from ALBION EAGLE HARBR RD to DEAD END","Orleans","LATTINS FARM DR",0,0.12,"Rural:Local",43.248892,-78.214839,42,,,57,,,55,,,55,,,51,59,,,,,,,,,,
"#457001000000","457001","CR11 DENSMORE RD from NY31 TELEGRAPH RD to YAGER RD","Orleans","DENSMORE RD",0,0.38,"Rural:Minor Collector",43.245150,-78.135310,251,,,241,,,407,,,397,,,233,,,243,,,246,,,250,266,6.0
"#457002000000","457002","GAINES BASIN RD from NY31 TELEGRAPH RD to CR2 ALBION EAGLE HAR","Orleans","GAINES BASIN RD",1.73,2.69,"Urban:Local",43.240607,-78.223839,1487,,,1505,,,1383,,4.1,1501,,4.2,1422,,,1536,,,1575,,,1612,1715,
"#457004000000","457004","KING ST from WEST AVE to W STATE ST","Orleans","KING ST",0,0.36,"Urban:Major Collector",43.244010,-78.204340,1230,,3.9,1214,,5.3,1011,,3.3,1054,,3.2,990,1094,3.2,1226,,5.3,1228,,5.3,1236,,5.3
"#457005000000","457005","LONG BRIDGE RD from NY31 TELEGRAPH RD to PRESBYTERIAN RD","Orleans","LONG BRIDGE RD",0.9,2.23,"Rural:Local",43.232080,-78.283882,185,,,179,,6.1,209,,7.2,209,,7.7,195,188,5.1,182,,6.0,186,,5.4,190,,5.8
"#457006000000","457006","MCKINSTRY ST from EAST AVENUE to EAST STATE ST","Orleans","MCKINSTRY ST",0,0.37,"Urban:Local",43.243274,-78.186324,1630,,9.5,1405,,,1475,,,1601,,,1551,1498,4.3,1434,,,1474,,,1522,,
"#457009000000","457009","STATE SCHOOL RD from NY31 TELEGRAPH RD to ALBION V/L","Orleans","STATE SCHOOL RD",0,0.62,"Urban:Major Collector",43.241400,-78.214570,905,,5.5,818,,,995,,6.1,1037,,6.2,974,941,6.1,826,,,830,,,838,892,
"#457010000000","457010","W ACADEMY ST from NY 31 WEST AVE to WEST BANK ST","Orleans","W ACADEMY ST",0.46,0.94,"Urban:Local",43.242393,-78.199014,1163,,4.0,1348,,,1258,,,1365,,,1322,1005,1.7,1375,,,1412,,,1459,,
"#457011000000","457011","HAMILTON ST from WASHINGTON ST to ALLEN RD","Orleans","HAMILTON ST",0,0.6,"Urban:Local",43.242263,-78.201696,280,,,290,,,272,,,295,,,286,276,,296,,,304,,,314,,
"#457012000000","457012","BENNETTS CORS R from CLARENDON T/L to NY 31","Orleans","BENNETTS CORS R",0,0.21,"Rural:Local",43.219814,-78.016836,874,,4.1,815,,2.7,1086,,,1086,,,1014,979,3.3,829,,2.7,848,,2.6,866,,2.5
"#457013000000","457013","BATES RD from E OAK ORCHARD to E CENTER ST","Orleans","BATES RD",0.56,0.92,"Urban:Major Collector",43.218340,-78.370400,2445,,6.7,2535,,6.4,1990,,6.0,2074,,6.0,1948,2152,5.9,2560,,6.4,2565,,6.4,2582,,6.4
"#457014000000","457014","EAST AVE from E CENTER ST to E OAK ORCHARD ST","Orleans","EAST AVE",0,0.34,"Urban:Local",43.219545,-78.379827,323,,,486,,8.8,384,,,417,,,404,390,5.4,496,,8.9,509,,8.8,526,,9.1
"#457015000000","457015","GENESEE ST from PARK AVE to NORTH AVE","Orleans","GENESEE ST",0,0.12,"Urban:Local",43.217516,-78.395344,766,,,775,,,534,,,580,,,732,,,791,,,811,,,830,882,
"#457016000000","457016","GWINN ST from PARK AVE to NORTH AVE","Orleans","GWINN ST",0,0.11,"Urban:Local",43.217918,-78.390964,1777,,3.2,2093,,,1762,,,1912,,,1852,1408,0.8,2136,,,2194,,,2267,,
"#457018000000","457018","BERNZOMATIC DR from E CENTER ST to BERNZOMATIC PR","Orleans","BERNZOMATIC DR",0,0.05,"Urban:Local",43.220260,-78.374108,109,,,73,,,173,,,188,,,182,176,,74,,,76,,,79,,
"#457019000000","457019","WEST AVE from PARK AVE to NORTH AVE","Orleans","WEST AVE",0.36,0.47,"Urban:Local",43.218181,-78.388800,1926,,,1949,,0.9,1929,,,2094,,,1841,,0.9,1989,,0.9,2039,,0.9,2087,2217,0.9
"#457022000000","457022","CR12 HULBERTON RD from LYNCH RD to TELEGRAPH RD","Orleans","HULBERTON RD",0,0.64,"Rural:Minor Collector",43.237382,-78.066237,792,,6.4,684,,6.4,901,,5.5,879,,5.5,853,,5.5,890,,5.5,902,986,5.2,986,,6.5
"#457023000000","457023","CR64 TRANSIT RD from NY31 TELEGRAPH RD to YAGER RD","Orleans","TRANSIT RD",0,0.48,"Rural:Local",43.245061,-78.115503,246,,,243,,6.6,252,,7.5,252,,7.1,223,,4.9,247,,6.5,253,,5.5,260,277,5.4
"#457024000000","457024","SNELL RD from SHELBY T/L to NY 31 TELEGRAPH RD","Orleans","SNELL RD",0,0.75,"Rural:Local",43.226365,-78.325363,592,,4.4,414,,,715,,,715,,,668,645,,421,,,430,,,439,,
